venue,ranking,title,authors,year,citations,url,pdf_url,keywords
Palliative Care and Social Practice,1,Evaluating a vertical nurse-led service in the integration of palliative care in a tertiary academic hospital,"R. Krause, L. Gwyther, Jill Olivier",2024,1,https://www.semanticscholar.org/paper/dc5b6d0886573dadbbcbedbc8f79997fc67d3e60,https://journals.sagepub.com/doi/pdf/10.1177/26323524231224806,"Medicine, Medicine"
Panamerican Mathematical Journal,1,Homomorphic Encryption and Secure Multi-Party Computation: Mathematical Tools for Privacy-Preserving Data Analysis in the Cloud,"Mr. Gaikwad, Vikas Haribhau Satonkar, Akash Ganesh Mohod, Ritu Raj Jha, Rakhi Madhukar Giradkar, Sonam Rani",2024,1,https://www.semanticscholar.org/paper/6b55a47f8111d9949a69bbac1a73f1f743e4705a,,"Computer Science, Mathematics"
Panicgogy International Journal,1,Fitrah-Based education as an alternative paradigm for character development in early childhood education: a narrative review,Riska Juniar Suprihatin,2024,1,https://www.semanticscholar.org/paper/5a11383e943bb255a24da40ff64f285cc52beb6a,,"Education, Psychology"
Parliamentary Affairs,1,Parliamentary Committees and Ex-post Oversight: Institutional Options and Design,Hallbera West,2023,1,https://www.semanticscholar.org/paper/5e7370297706a49c1b6cbf34cb46376e3109639e,,Political Science
Partial Answers,1,Limits of Narrative Science: Unnarratability and Neonarrative in Evolutionary Biology,Daniel A. Newman,2022,5,https://www.semanticscholar.org/paper/ae53962cb22d746197ef515ca0e36af05122316e,,Biology
Pastoral Psychology,1,Interpretive Phenomenological Analysis of the Spiritual Characteristics of Recovery Experiences in the Context of the Brain Disease Model of Addiction,Katie Givens Kime,2018,4,https://www.semanticscholar.org/paper/6c0dfc776b07d9da534639ac8bef58c8e7351e3f,https://boris.unibe.ch/113988/1/Kime2018_Article_InterpretivePhenomenologicalAn.pdf,"Psychology, Psychology"
Pattern Recognition,1,"A Survey of Robust Adversarial Training in Pattern Recognition: Fundamental, Theory, and Methodologies","Zhuang Qian, Kaizhu Huang, Qiufeng Wang, Xu-Yao Zhang",2022,82,https://www.semanticscholar.org/paper/69868dbc0f3aa1c22407fe9723b21d5adf56ee66,http://arxiv.org/pdf/2203.14046,"Computer Science, Computer Science"
Pediatric Critical Care Medicine,1,A Program of Assessment Model for Point-of-Care Ultrasound Training for Pediatric Critical Care Providers: A Comprehensive Approach to Enhance Competency-Based Point-of-Care Ultrasound Training.,"I. N. Maxson, E. Su, Kyle A. Brown, M. Tcharmtchi, Sarah Ginsburg, Vidit Bhargava, Jesse Wenger, Gabriela I Centers, K. Alade, S. Leung, Sharada H. Gowda, S. Flores, Alan F Riley, S. Thammasitboon",2023,12,https://www.semanticscholar.org/paper/36ae7a83a81e204593d6d6de4ff7df28f7f5a317,,"Medicine, Medicine, Engineering, Education"
Pediatric Critical Care Medicine,2,Insights From Multi-Dimensional Physiological Signals to Predict and Prevent Cardiac Arrests.,"D. Eytan, Andrew J. Goodwin, P. Laussen, A. Guerguerian",2016,9,https://www.semanticscholar.org/paper/29e66e63341e8d8006527988e78859c489a7c429,,"Medicine, Engineering, Medicine"
Peer-to-Peer Networking and Applications,1,An Optimized Byzantine Fault Tolerance Algorithm for Consortium Blockchain,"Yuxi Li, Liang Qiao, Zhihan Lv",2021,103,https://www.semanticscholar.org/paper/60acb603ecb89f6c9e5fabad352780128f510836,,"Computer Science, Computer Science"
PeerJ Computer Science,1,The multi-modal fusion in visual question answering: a review of attention mechanisms,"Siyu Lu, Mingzhe Liu, Lirong Yin, Zhengtong Yin, Xuan Liu, Wenfeng Zheng",2023,245,https://www.semanticscholar.org/paper/c8a145ecdf84015a8a38ef21c3baa954fa84368e,https://doi.org/10.7717/peerj-cs.1400,"Computer Science, Medicine, Computer Science"
PeerJ Computer Science,2,Self-supervised recurrent depth estimation with attention mechanisms,"Ilya Makarov, M. Bakhanova, S. Nikolenko, Olga Gerasimova",2022,23,https://www.semanticscholar.org/paper/d23c75bc742eaa7ba0b1c9e454e72f30f060ac07,https://doi.org/10.7717/peerj-cs.865,"Medicine, Computer Science, Computer Science, Engineering"
PeerJ Computer Science,3,Equilibrial service composition model in Cloud manufacturing (ESCM) based on non-cooperative and cooperative game theory for healthcare service equipping,"E. Goudarzi, M. Houshmand, O. F. Valilai, V. Ghezavati, S. Bamdad",2021,8,https://www.semanticscholar.org/paper/c73b930ff175a35a6391de2938d41cd1a29307f8,https://peerj.com/articles/cs-410.pdf,"Computer Science, Medicine, Medicine, Engineering, Computer Science"
PeerJ Computer Science,4,Enhanced mechanisms of pooling and channel attention for deep learning feature maps,"Hengyi Li, Xuebin Yue, Lin Meng",2022,7,https://www.semanticscholar.org/paper/b388790ae2ff8090530987782c4a0ddd5441b41a,https://doi.org/10.7717/peerj-cs.1161,"Medicine, Computer Science, Computer Science"
PeerJ Computer Science,5,Evaluating the effectiveness of decomposed Halstead Metrics in software fault prediction,"Bilal Khan, Aamer Nadeem",2023,4,https://www.semanticscholar.org/paper/bd227d74d2ec2bb12d0de5da382ff090a4cb72bb,https://doi.org/10.7717/peerj-cs.1647,"Medicine, Computer Science, Computer Science"
PeerJ Computer Science,6,Towards interpretable drug interaction prediction via dual-stage attention and Bayesian calibration with active learning,"Rongpei Li, Yufang Zhang, Heqi Sun, Shenggeng Lin, Guihua Jia, Yitian Fang, Chen Zhang, Xiaotong Song, Jianwei Zhao, Lyubin Hu, Yajing Yuan, Xueying Mao, Jiayi Li, A. Kaushik, Dandan An, Dongqing Wei",2025,1,https://www.semanticscholar.org/paper/3782f71ce8da355ef368da1caffaa1be5621a283,,"Medicine, Computer Science, Computer Science, Medicine"
PeerJ Computer Science,7,SAFE-CAST: secure AI-federated enumeration for clustering-based automated surveillance and trust in machine-to-machine communication,"Yusuf Kursat Tuncel, Kasım Öztoprak",2025,1,https://www.semanticscholar.org/paper/b74bf7482105461ef02132323797461b0085d011,https://doi.org/10.7717/peerj-cs.2551,"Computer Science, Medicine, Computer Science, Engineering"
PeerJ Preprints,1,Integrating active learning and crowdsourcing into large-scale supervised landcover mapping algorithms,"S. Debats, L. Estes, D. Thompson, Kelly K. Caylor",2017,8,https://www.semanticscholar.org/paper/7d336feeb1031228cb1df9e91cfa0066938ed80f,https://doi.org/10.7287/peerj.preprints.3004v1,"Computer Science, Agricultural and Food Sciences, Computer Science, Environmental Science"
Peking University Law Journal,1,The domain of computational law,Weidong Ji,2022,1,https://www.semanticscholar.org/paper/5a64abe1189872cb92767d144c27d574d90ef82f,,"Law, Computer Science"
Personality Neuroscience,1,Functional Connectome of the Five-Factor Model of Personality,"N. Toschi, R. Riccelli, I. Indovina, A. Terracciano, L. Passamonti",2018,47,https://www.semanticscholar.org/paper/0d7bc099967428595bd18c8e7768f6dceea37d9b,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/73ABD960B75E8B9BF8194703140C1D9C/S2513988617000025a.pdf/div-class-title-functional-connectome-of-the-five-factor-model-of-personality-div.pdf,"Materials Science, Medicine, Psychology"
Personality and Social Psychology Review,1,The Theory of Dyadic Morality: Reinventing Moral Judgment by Redefining Harm,"Chelsea Schein, Kurt Gray",2018,454,https://www.semanticscholar.org/paper/71e112d097d1c9869cf774312f80203a8c3b626f,https://journals.sagepub.com/doi/pdf/10.1177/1088868317698288,"Psychology, Medicine, Philosophy"
Perspectives in Public Health,1,"Is social capital higher in areas with a higher density of historic assets? Analyses of 11,112 adults living in England","H. Mak, E. Gallou, D. Fancourt",2023,4,https://www.semanticscholar.org/paper/ae24e43f5892e5f1cff31b9be97e5b20a3d9621b,https://doi.org/10.1177/17579139221145609,"Medicine, Sociology, History"
Perspectives of science and education,1,Virtual social capital: features of network and gaming resources in the development of cognitive and educational activities of high school students,"Э. В. Бушкова-Шиклина, И. А. Кушова, Перспективы Науки, Образования, E. V. Bushkova-Shiklina, I. A. Kushova",2022,2,https://www.semanticscholar.org/paper/b5d7a3a877539d6f7ce65f481c8c67ec4876c543,https://pnojournalarchive.files.wordpress.com/2022/03/pdf_220137.pdf,"Education, Computer Science"
Perspectives of the ASHA Special Interest Groups,1,"Speech as a Biomarker: Opportunities, Interpretability, and Challenges","Vikram Ramanarayanan, A. Lammert, Hannah P. Rowe, T. Quatieri, Jordan R. Green",2022,59,https://www.semanticscholar.org/paper/91fd15d217619982af172d9bd6652e7508be5e62,,Medicine
Perspectives on Psychological Science,1,What Should Researchers Expect When They Replicate Studies? A Statistical View of Replicability in Psychological Science,"Prasad Patil, R. Peng, J. Leek",2016,203,https://www.semanticscholar.org/paper/3bc79c54d3d052a4451adcec4110433abc9b72ca,https://europepmc.org/articles/pmc4968573?pdf=render,"Psychology, Medicine, Psychology"
Perspectives on Science and Christian Faith,1,Divine Action and the Human Mind,S. Ritchie,2019,21,https://www.semanticscholar.org/paper/13a9642793af09519c61da67a6e7e72f8c9214b5,,"Philosophy, Philosophy"
Perspectives on Science and Christian Faith,2,The Alignment Problem: Machine Learning and Human Values,Brian R. Christian,2021,7,https://www.semanticscholar.org/paper/dfbdb47f8906198e55e8c166d55376fda00c89af,,"Computer Science, Philosophy"
Pharmacy,1,Application of Exploratory Factor Analysis and Item Response Theory to Validate NHANES ADL Scale in Patients Reporting Rheumatoid Arthritis,"P. Sakharkar, Najma Ansari",2022,4,https://www.semanticscholar.org/paper/5440134c57cd09baac540204eca12c9aa520c4be,https://www.mdpi.com/2226-4787/10/6/138/pdf?version=1670214575,"Medicine, Medicine"
Philosophia Scientiæ,1,Strategies of Explanatory Abstraction in Molecular Systems Biology,Nicholaos Jones,2018,5,https://www.semanticscholar.org/paper/9c5e24f857c5f295f7e743bb573cb6dc0445f765,https://philpapers.org/archive/JONSOE-3.pdf,"Computer Science, Biology, Philosophy"
Philosophia Scientiæ,2,Measuring as a New Mode of Inquiry That Bridges Evolutionary Game Theory and Cancer Biology,"Artem Kaznatcheev, Chia-Hua Lin",2022,3,https://www.semanticscholar.org/paper/39278a255440f84688b787dad7536b37ff03b0a1,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/91C868BF715C624E29DC30E67564731A/S0031824822000575a.pdf/div-class-title-measuring-as-a-new-mode-of-inquiry-that-bridges-evolutionary-game-theory-and-cancer-biology-div.pdf,"Biology, Mathematics"
Philosophia Scientiæ,3,The Map/Territory Relationship in Game-Theoretic Modeling of Cultural Evolution,T. E. Feiten,2023,1,https://www.semanticscholar.org/paper/4f944df0ab5f529343e486e8f50b77a08490e3ea,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/4B96728A77C69E15DDC69A5959D5475F/S0031824823000594a.pdf/div-class-title-the-map-territory-relationship-in-game-theoretic-modeling-of-cultural-evolution-div.pdf,"Sociology, Economics, Political Science"
Philosophical Literary Journal Logos,1,From Structure to Rhizome: Transdisciplinarity in French Thought. Subject Re-/Decentred,,2021,1,https://www.semanticscholar.org/paper/765e18fc090b27dd89db8049c02df20a2b920cc9,https://doi.org/10.22394/0869-5377-2021-3-123-145,Philosophy
Philosophical Studies,1,Beyond Preferences in AI Alignment,"Tan Zhi-Xuan, Micah Carroll, Matija Franklin, Hal Ashton",2024,27,https://www.semanticscholar.org/paper/57f59779375f700d4288ef2397903d488f49b9a7,https://doi.org/10.1007/s11098-024-02249-w,"Computer Science, Computer Science, Philosophy"
Philosophical Studies,2,Requirements of intention in light of belief,Carlos Núñez,2019,7,https://www.semanticscholar.org/paper/683d6d9e4d5f998467ccd75f7a307dc1bc1ed535,https://link.springer.com/content/pdf/10.1007/s11098-019-01321-0.pdf,"Psychology, Philosophy"
Philosophical Studies,3,Intentions and instability: a defence of causal decision theory,Adam Bales,2018,2,https://www.semanticscholar.org/paper/7834d33d5653177a13e43fc889d69913a49e1e3c,https://link.springer.com/content/pdf/10.1007/s11098-018-1206-4.pdf,"Psychology, Philosophy"
Philosophical Studies,4,Intentions and instability: a defence of causal decision theory,Adam Bales,2018,1,https://www.semanticscholar.org/paper/ef0fcaed0ad4fc850a11cb4b19176dfbb86a671a,https://link.springer.com/content/pdf/10.1007/s11098-018-1206-4.pdf,Philosophy
Philosophical Studies,5,Intention reconsideration in artificial agents: a structured account,Fabrizio Cariani,2024,1,https://www.semanticscholar.org/paper/573bb30bcf97420293041d537f9fd22e6c5d071b,,"Philosophy, Computer Science"
Philosophical Studies,6,Credence and belief: epistemic decision theory revisited,Minkyung Wang,2025,1,https://www.semanticscholar.org/paper/f6aea5a8854fa6a769227daa92c8e6ed64001b94,,Philosophy
Philosophical Transactions,1,Fair voting outcomes with impact and novelty compromises? Unravelling biases in electing participatory budgeting winners,"Sajan Maharjan, Srijoni Majumdar, Evangelos Pournaras",2024,1,https://www.semanticscholar.org/paper/f033bbcec3c38c98d929ac9469b8256284f1180a,https://doi.org/10.1098/rsta.2024.0096,"Computer Science, Medicine, Political Science"
Philosophical Transactions of the Royal Society A,1,Statistical physics perspective of fracture in brittle and quasi-brittle materials,P. Ray,2018,16,https://www.semanticscholar.org/paper/de6d384d209f16c442e7a53d5ae5b1ad85f60aab,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0396,"Materials Science, Medicine, Physics, Materials Science"
Philosophical Transactions of the Royal Society A,2,Hybrid social learning in human-algorithm cultural transmission,"Levin Brinkmann, Deniz Gezerli, Kira von Kleist, Thomas F. Müller, Iyad Rahwan, N. Pescetelli",2021,15,https://www.semanticscholar.org/paper/1b3887eb52795180e3a02c4f6fdfaab2f9bafb4a,https://doi.org/10.1098/rsta.2020.0426,"Medicine, Computer Science, Psychology"
Philosophical Transactions of the Royal Society A,3,The quantum foundations of utility and value,Cal R. Abel,2023,7,https://www.semanticscholar.org/paper/479677535a61463dac3be5d14abf6e5ad373b826,https://doi.org/10.1098/rsta.2022.0286,"Medicine, Physics, Philosophy"
Philosophical Transactions of the Royal Society A,4,The economics of managing water crises,E. Barbier,2022,7,https://www.semanticscholar.org/paper/4c095e3283d707d38cee28d8fc5240ec8b1835f6,,"Economics, Environmental Science"
"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",1,Operational locality in global theories,"Lea Krämer, Lídia del Rio",2017,12,https://www.semanticscholar.org/paper/2a406ca9b535397fa9985ed00f1b127c29698967,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2017.0321,"Computer Science, Medicine, Physics, Physics"
Philosophical Transactions of the Royal Society B: Biological Sciences,1,Correlated pay-offs are key to cooperation,"M. Taborsky, Joachim G. Frommen, C. Riehl",2016,126,https://www.semanticscholar.org/paper/286c3572a184be6016698e58e9db403580c8e6f6,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2015.0084,"Medicine, Biology, Biology"
Philosophical Transactions of the Royal Society B: Biological Sciences,2,Negotiation and appeasement can be more effective drivers of sociality than kin selection,"Andrés E. Quiñones, G. van Doorn, I. Pen, F. Weissing, Michael Taborsky",2016,56,https://www.semanticscholar.org/paper/77b490529ccfa836c5fb7a959ecbc58b4e0f8ca4,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2015.0089,"Medicine, Biology"
Philosophical Transactions of the Royal Society B: Biological Sciences,3,The roadmap for estimation of cell-type-specific neuronal activity from non-invasive measurements,"Hana Uhlířová, K. Kılıç, Peifang A. Tian, S. Sakadžić, L. Gagnon, Martin Thunemann, Michèle Desjardins, P. Saisan, Krystal Nizar, M. A. Yaseen, D. Hagler, Matthieu Vandenberghe, S. Djurovic, O. Andreassen, G. Silva, E. Masliah, D. Kleinfeld, S. Vinogradov, R. Buxton, G. Einevoll, D. Boas, A. Dale, A. Devor",2016,52,https://www.semanticscholar.org/paper/07f463c85426f5edd6f7adfcc742b52455281bea,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2015.0356,"Medicine, Biology, Computer Science, Engineering"
Philosophical Transactions of the Royal Society B: Biological Sciences,4,The evolution of cooperation based on direct fitness benefits,"M. Taborsky, Joachim G. Frommen, C. Riehl",2016,28,https://www.semanticscholar.org/paper/e481dcd0d768a593cb1365e47dce9f81561b71ef,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2015.0472,"Medicine, Biology, Biology"
Philosophical Transactions of the Royal Society of London. Biological Sciences,1,Life-history theory in psychology and evolutionary biology: one research programme or two?,"D. Nettle, W. Frankenhuis",2020,91,https://www.semanticscholar.org/paper/d5c8defd637cc54f2bc9a9a7702fd30726b8f973,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2019.0490,"Medicine, Psychology, Psychology, Biology"
